index,title,description,brand,price,rating,model
317,KOHLER Cimarron Toilet Trip Lever in Chrome GP1034693-CP,"Protect the warranty on KOHLER products, always look for the KOHLER GENUINE PARTS logo. KOHLER GENUINE PARTS are designed by KOHLER engineers to maintain original product performance and promote product longevity. Comes with a 1-year limited warranty. | Highlights: Designed for use with Cimarron toilets • Left-hand trip lever equipped with arm and nut • Constructed from brass to ensure durability",KOHLER,11.89,4.5,GP1034693-CP
318,Glacier Bay Dolancourt Tight Radius 25 in. Drop-In Single Bowl 18 Gauge Stainless Steel Kitchen Sink with Pull-Down Faucet VDR2522A1PA1,"Enhance your kitchen interior with this Glacier Bay all-in-1-dual mount single bowl kitchen sink. It comes with a pull-down sprayer head, a bottom grid, a drain, a strainer, and a soap dispenser. You can install it as a drop-in or undermount, and it delivers noise reduction as you work. For easy cleaning, it offers tight 15 mm radius corners. To allow lasting use, this sink features sturdy corrosion-resistant 18-Gauge brushed stainless steel and a brushed nickel finish. | Highlights: Includes faucet, soap dispenser, bottom grids, and strainer • Made of durable, corrosion-resistant 18-gauge stainless steel • 22 in. W x 25 in. L x 9 in. D. Minimum Cabinet Size 28 in.",Glacier Bay,329.0,4.5,VDR2522A1PA1
319,Commercial Electric Outlet Tester OT-112,"The Commercial Electric OT-112 Outlet Tester is designed to provide a safe and reliable way of the most common wiring problems detection in standard 3-wire receptacles. It can detect Open Ground, Open Neutral, Open Hot, Hot/Ground Reverse, Hot/Neutral Reverse, Correct Wiring. A light sequence on the tester helps locate the wiring condition in outlet according to the light result. | Highlights: 110125V AC outlet tester works on standard receptacles • Detects open hotground, reverse polarity and other conditions • Protection Plans",Commercial Electric,5.39,4.8,OT-112
320,Andersen 36 in. x 80 in. LuminAire Sandtone for Single Entry Door 32 in.-36 in. Universal Handed Aluminum Retractable Screen Door 90002,"Instantly have fresh air at your fingertips. The LuminAire retractable screen door from Andersen provides a way to add natural light and ventilation to your home without changing the look of your entryway. For single hinged inswing entry doors, not compatible with patio doors Installs in 3-simple steps. | Highlights: SlideAway insect screen system disappears when not in use • For single hinged inswing doors, not compatible with patio doors • Protection Plans",Andersen,228.0,4.1,90002
321,"Broan-NuTone QT Series 130 CFM Ceiling Bathroom Exhaust Fan with LED Light and Night Light, ENERGY STAR QTN130LE1","The NuTone QT Series 130 CFM Ceiling Exhaust Fan with Light and Night Light provides strong ventilation with all-encompassing day and night lighting. With impressive airflow and a quiet-running motor, it provides a pleasant and safe solution to ventilation and lighting during all hours of the day. Its ENERGY STAR certification ensures savings on your utility bills. | Highlights: Very quiet, ENERGY STAR exhaust fan with LED lightnight light • Easy to install andor replace existing product for DIYers • Protection Plans",Broan-NuTone,169.0,4.4,QTN130LE1
322,Milwaukee X-Large Black Nitrile Level 1 Cut Resistant Dipped Work Gloves 48-73-8903,"Out Cut Level 1 Nitrile Dipped Gloves are designed to provide ultimate durability, all-day comfort, and best in class dexterity for handling small objects. SMARTSWIPE index fingertips provide full access to touchscreen devices without removing the gloves, and the textured nitrile palm provides best in class grip performance. The gloves are made of a nylon and lycra blend to provide all day comfort and wick away moisture and also feature high dexterity fingertips to maximize control when handling small objects. | Highlights: High dexterity design when handling small objects • Ideal use for material handling  general purpose applications • Textured nitrile palm for best in class grip performance",Milwaukee,4.88,4.7,48-73-8903
323,PRIVATE BRAND UNBRANDED 12 in. 2-Light White Frosted Semi-Flush Mount HM-21022401,"Use this 2-Light semi-flush mount white frosted ceiling fixture to enhance your decor. This flush-mount fixture has a decorative patten, white frosted and rounded glass shade. A low cost fixture with a 120-Watt total capacity to help brighten your space. | Highlights: Light with white frosted glass shade illuminates the space • White-finished metal adds visual appeal",PRIVATE BRAND UNBRANDED,15.97,4.2,HM-21022401
324,Lithonia Lighting GTL 24 in. x 48 in. 128-Watt Equivalent Integrated LED White Troffer Light 4000K 2GTL 4 70LHE GZ10 PWS1836 LP840,"The 4 ft. L LED Troffer from Lithonia Lighting delivers general ambient lighting in applications such as schools, offices and hospitals. Long-life LEDs, coupled with energy efficient drivers, provide extended service life. Low maintenance and easy to install, this troffer works well in applications where LED is desired and budget-consciousness is needed. | Highlights: CSA and damp location listed and includes a 5-year warranty • Long life LEDs with a rated life of 72,000 hours • PWS1836 (6 ft. pre-wire, 38 in. Dia., 18-Gauge, 1-circuit)",Lithonia Lighting,79.99,4.4,2GTL 4 70LHE GZ10 PWS1836 LP840
325,"Metalux 2 ft. x 2 ft. 51-Watt Equivalent Integrated LED White Center Lens Troffer, 4000K Bright White 22LCRL3040C","The Metalux LCRL is an Architectural Center Lens LED troffer designed with a contemporary aesthetic that improves and upgrades any residence, office or workspace. The LCRL troffer light has a shallow profile, die formed steel housing and comes with a frost ribbed lens shield. The LCRL provides over 3200 (2x2) lumens at 23W power and replaces 64W fluorescent lamps. The LCRL has a 120-277V FCC Class A 0-10V dimming driver. LCRL LED troffer lights comes with latch less design for a clean architectural look. Easy to install in most ceiling t-grid systems, the LCRL is a perfect complement when upgrading offices, schools, residential or retail applications. | Highlights: Contemporary Center Basket design for architectural look • 3200 Lumens replaces 64W fluorescent lamps • Protection Plans",Metalux,84.97,4.1,22LCRL3040C
326,Commercial Electric 1-Pack 2 ft. x 4 ft. 128-Watt Equivalent Integrated LED White Prismatic Lens Commercial Grid Ceiling Troffer CETR24BL40PD,"Commercial Electric LED troffers are the perfect solution for grid ceiling lighting needs. These light fixtures are designed to save energy and lower maintenance costs. The integrated LED light source uses 30% less power to produce the same amount of light as fluorescent ceiling lighting. The LED light source is built-in-to the troffer, you don't have to replace bulbs ever. Because it's LED, you will never hear the hum that fluorescent fixtures make. This commercial lighting troffer uses only 40-Watt to provide 4400 Lumens of bright white 4000K CCT light and is compatible with 0-Volt to 10-Volt dimmers. The sturdy frame is easy to handle and installs directly into a grid ceiling using the built-in T-bar clips. The prismatic lens sits flush to the ceiling and distributes the light evenly. These troffers are built to last for 50,000-hours and come with a 5-year warranty. They are UL Listed and IC rated for contact with insulation and can be installed in damp locations. These troffers are DLC Listed to qualify for commercial lighting rebates and special incentives in certain areas. | Highlights: 2 ft. x 4 ft. ceiling troffer provides a bright 4000K white light • Hardwire to 120-277V power source, instructions included • Integrated LED uses only 40W to produce 4,000 lumens of light",Commercial Electric,60.48,5.0,CETR24BL40PD
327,CASAINC 1-Spray Pattern with 1.8 GPM 10 in. with 1.8 GPM Wall Mount Square Fixed Shower Head in Brushed Nickel (Valve Included) N93101BN-10,"This bathroom shower set has a 10-inch stainless steel square rain shower head,air-in Technology.The single handle allows for easy adjustment of water flow and water temperature. US standard 1/2 NPT thread. DIY installation of the shower head set is very easy. | Highlights: Features a single handle for water flow and temperature control • Air-in technology provides higher water pressure • Self-clean nozzles enable easy upkeep",CASAINC,79.0,5.0,N93101BN-10
328,Husky 12 in. Groove Joint Pliers 48065,"The 12 in. Husky Groove Joint Pliers also known as tongue and groove pliers are often used for gripping irregularly shaped objects. They can also be used for clamping materials. They are also commonly used for turning and holding nuts and bolts. An advantage to this design of pliers is that it can adjust to a number of sizes without the distance in the handle growing wider. These pliers generally have long handles for increased leverage. | Highlights: Lifetime warranty with no questions, no receipt required • Adjust sizes without distance in the handle growing wider • Low profile joint rivet for longer life",Husky,13.67,4.5,48065
329,Glacier Bay Dolancourt Tight Radius 33 in. Drop-In Single Bowl 18G Stainless Steel Workstation Kitchen Sink with Spring Neck Faucet FSD2R3322B1SA1,"Double ledge workstation sink forged from 18-Gauge type 304 corrosion resistant stainless steel includes sliding accessories for multi-tasking and additional counter-top space. Slide the colander next to the cutting board and easily spray off fruits and veggies before or after cutting. The spring neck faucet can enhance your kitchen with the industrial look of this single-handle kitchen faucet. Equipped with practical accessories to decrease food prep time and a bottom grid to protect the bottom surface and prevent scratching. The workstation sink comes in a standard 33 in. by 22 in. size for most existing cut-out. If you enjoy cooking like a professional chef, then this is the sink for you. | Highlights: Includes faucet, soap dispenser, bottom grids, and strainer • Made of durable, corrosion-resistant 18-gauge stainless steel • 22 in. W x 33 in. L x 9 in. D. Minimum Cabinet Size 36 in.",Glacier Bay,439.0,4.5,FSD2R3322B1SA1
330,"Metalux 2 ft. x 4 ft. 64-Watt Equivalent Integrated LED White Center Lens Troffer, 4000K Bright White 24LCRL4040C","The Metalux LCRL is an Architectural Center Lens series designed with a contemporary aesthetic that improves and upgrades any residence, office or workspace. The LCRL LED troffer light has a shallow profile, die formed steel housing and comes with a frost ribbed lens shield. The LCRL troffer provides over 4200(2x4) lumens at 34W power and replaces 96W fluorescent lamps. The LCRL has a 120-277V FCC Class A 0-10V dimming driver. LCRL troffer lights comes with latch less design for a clean architectural look. Easy to install in most ceiling t-grid systems, the LCRL is a perfect complement when upgrading offices, schools, residential or retail applications. | Highlights: Contemporary Center Basket design for architectural look • 4200 Lumens replaces 96W fluorescent lamps • Protection Plans",Metalux,99.0,4.4,24LCRL4040C
331,Speakman 3-Spray Patterns with 2.5 GPM 2.75 in. Wall Mount Fixed Showerhead in Matte Black SR-2252-MB,"Our signature silhouette, designed and engineered to deliver the greatest experience imaginable. The Speakman Icon SR-2252-MB Shower Head features 48 individual sprays that can be infinitely customized by simply rotating the lever handle in either direction. The Icon's sleek, compact frame was designed to optimized water pressure, resulting in a remarkably powerful performance. Its solid brass construction and corrosion-resistant finish ensure the Icon will look and age beautifully over time. The Icon Shower Head features a 2.5 GPM flow rate. | Highlights: Generates larger droplets to retain heat • Chrome-finished solid brass construction ensures durability • Anystream technology adjusts spaying",Speakman,56.37,3.8,SR-2252-MB
332,Andersen 36in.x 80in. LuminAire Charcoal Gray for Single Entry Door 32in.-36in. Universal Handed Aluminum Retractable Screen Door 96701,"Instantly have fresh air at your fingertips. The LuminAire retractable screen door from Andersen provides a way to add natural light and ventilation to your home without changing the look of your entryway. For single hinged inswing entry doors, not compatible with patio doors Installs in 3-simple steps. | Highlights: SlideAway insect screen system disappears when not in use • For single hinged inswing doors, not compatible with patio doors • Protection Plans",Andersen,179.0,4.1,96701
333,KOHLER Capilano 18 in. Towel Bar in Matte Black K-R26682-BL,"Inspired by classic design, Capilano reflects vintage styling through decorative flairs and spherical detailing. The towel bar can fit with any bathroom decor. It comes with a lifetime limited warranty. | Highlights: Premium metal construction for durability and reliability • KOHLER finishes resist corrosion and tarnish • Coordinates with other products in the Capilano collection",KOHLER,31.98,4.5,K-R26682-BL
334,Andersen 36 in. x 80 in. LuminAire Bronze for Single Entry Door 32 in.-36 in. Universal Handed Aluminum Retractable Screen Door 90003,"Instantly have fresh air at your fingertips. The LuminAire retractable screen door from Andersen provides a way to add natural light and ventilation to your home without changing the look of your entryway. For single hinged inswing entry doors, not compatible with patio doors Installs in 3-simple steps. | Highlights: SlideAway insect screen system disappears when not in use • For single hinged inswing doors, not compatible with patio doors • Protection Plans",Andersen,228.0,4.1,90003
335,Grip-Rite 2-3/8 in. x 0.113 in. 30° Paper Collated Exterior Galvanized Offset Round Head Ring Shank Framing Nails 4000 per Box GRSP8DRHG4,Grip-Rite GRSP8D4M 2-3/8 in. x 0.113 in. 30° Paper Collated Exterior Galvanized Offset Round Head Ring Shank Framing Nails are compatible with all 30° pneumatic nailers. Exterior galvanized for increased corrosion protection. All Grip-Rite collated nails are backed by the Grip-Rite Jam Free Guarantee. You'll love how quickly you can complete framing projects with our best-selling fasteners! | Highlights: 2-38 in. x 0.113 in. offset wide head nails used for framing • Exterior galvanized for corrosion resistance in treated lumber • Compatible with most 30 paper tape pneumatic nailers,Grip-Rite,154.0,3.9,GRSP8DRHG4
336,Husky 25 ft. 12/3 Lighted Extension Cord HW12325,This Husky 25 ft. 12/3 Extension Cord is versatile for indoor/outdoor job sites and household use. Each is rated for 15 Amp and 125-Volt and with 1 lighted female end. Reinforced blades and molded plugs prevent accidental bending and breaking. cULus Listed. Durable and Flexible. | Highlights: Features reinforced blades and molded plugs to prevent accidents • Designed with a 1-lighted female end • Suitable for both indoor and outdoor job sites,Husky,18.89,4.7,HW12325
337,Anvil 1-1/4 in. Steel Corner Bead Tool with 24 oz. Rubber Mallet 82092,"The ANVIL Corner Clincher and Mallet is the ideal way to properly set drywall corner bead. This tool provides consistent, professional results. 1 strike with the included rubber headed mallet drives the corner bead flush and tight to the corner while crimping the edge to secure it in place. | Highlights: 24 oz. rubber head mallet included • Heavy-duty die cast aluminum construction • Attaches corner bead to drywall with minimal effort",Anvil,51.98,2.8,82092
338,TrafficMaster All Seasons Tulip Scroll Granite 24 in. x 39 in. Door Mat 60787172924x39,"Help keep your floors clean with this and recycled rubber entry mat. The mat's durable Granite flocked surface helps to remove dirt and debris from shoes. The attractive molded high -low surface is designed to provide additional scraping action with the high areas, while the low areas collect dirt and debris. This hefty mat stays where you put it and is weather resistant so it can be used outside year round. | Highlights: Weather-resistant mat can be used outside all year round • Molded flocked surface scraps dirt and debris from shoes • Recycled rubber backing keeps the rug in place",TrafficMaster,11.95,4.8,60787172924x39
339,Glacier Bay Dolancourt Tight Radius 33 in. Drop-In Single Bowl 18 Gauge Stainless Steel Kitchen Sink with Pull-Down Faucet VDR3322A1PA1,"Enhance your kitchen interior with this Glacier Bay all-in-1-dual mount single bowl kitchen sink. It comes with a pull-down sprayer head, a bottom grid, a drain, a strainer, and a soap dispenser. You can install it as a drop-in or undermount. A spray undercoating and sound absorbing pads deliver noise reduction as you work. For easy cleaning, it offers tight 15 mm radius corners. To allow lasting use, this sink features sturdy corrosion-resistant 18-Gauge brushed stainless steel and a brushed nickel finish. | Highlights: Includes faucet, soap dispenser, bottom grids, and strainer • Made of durable, corrosion-resistant 18-gauge stainless steel • 22 in. W x 33 in. L x 9 in. D. Minimum Cabinet Size 36 in.",Glacier Bay,389.0,4.5,VDR3322A1PA1
340,Cub Cadet Original Equipment 42 in. Mulching Kit with Blades for Lawn Tractors and Zero Turn Mowers (2012 thru 2021) 19A70041100,"Promote a more healthier-looking lawn and reduce yard waste by mulching frequently during the mowing season. Recycling grass clippings back into your lawn through mulching is one of the best ways to ensure your lawn receives the proper nutrients it needs to thrive. Mulching kits help to redistribute lawn clippings without the effects of clumping, due to the specialty mulch blade design specifically tested to deliver finer clippings of grass. | Highlights: Blade change required for proper operation (Blades Included) • Blade has a 6-point star blade hole pattern, 2 blade set • Confirm your mower blade center hole pattern before ordering",Cub Cadet,74.93,3.6,19A70041100
341,Husky Folding Lock-Back Utility Knife 00000,"The Husky Folding Lock-Back Knife locks in place for efficient cutting. It features a durable resin body for a non-slip, secure grip and a folding design to help ensure safety. This knife includes one installed blade and ten additional replacement blades. A lifetime warranty is included: see product packaging for details. | Highlights: Convenient folding design makes it compact and easy to carry • Lightweight durable aluminum construction • Quick blade change mechanism for easy and safe blade changes",Husky,8.97,4.6,00000
342,DIABLO 8-1/2in. x 60-Tooth Fine Finish Circular Saw Blade for Wood D0860S,"Diablo's Fine Finish Saw blade for wood is the ideal choice for trim carpenters. Armed with Diablo's TiCo Hi-Density carbide and a super thin laser-cut kerf, the blade leaves a smooth finish that requires little to no sanding or rework. Tri-metal shock resistant brazing allows the carbide tips to withstand the most extreme impact, making it ideal for crosscutting oak, pine, melamine, plywood, and moulding. | Highlights: Use on any 8-12 slide miter saw • Cuts plywood, melamine, molding, hard  softwoods • Protection Plans",DIABLO,56.81,4.9,D0860S
343,Feit Electric 40-Watt Equivalent B10 E12 Candelabra Dim White Filament Clear Glass Chandelier LED Light Bulb True White 3500K (3-Pack) CTC40935CAWFILHDRP/3,"Upgrade your lighting to Feit Electric's elegant Exposed White Filament LED Light Bulbs for a fresh take on decorative bulbs. These first-of-their-kind white filament bulbs take a traditional torpedo tip bulb with exposed filament encased in clear glass and add lower-profile white filaments. Unlike yellow filaments, these blend into your current decor, for a timeless look that complements any room. Their dimmable 3500K True White glow provides balanced, neutral light ideal for general use, with no harsh glare. These bulbs can be utilized with any E12 Candelabra base such as chandeliers, wall sconces, pendant lights, and more. The CTC40935CAWFILHDRP/3 emits 300 lumens while only using 3.3 watts of electricity, up to 91.8% less energy than equivalent 40-watt incandescent bulbs. A 90+ CRI infuses vibrance into your space, bringing out truer colors and more natural skin tones. Get up to 15,000 hours of life with an estimated energy cost of $0.40 per year. Create a stylish feel that instantly enhances any home or commercial space. | Highlights: True White candle bulb provides a clean, neutral light • Energy-efficient LED bulb uses 3.3W to replace standard 40W bulb • Dimmable LED ideal for sconces, chandeliers or damp rated fixture",Feit Electric,12.98,4.4,CTC40935CAWFILHDRP/3
344,Wright Products 2-3/4 in. Black Self-Closing Hinge Set (1-Pair) V221BL,"The Wright Products Self-Closing 2-3/4 in. Hinge Set are replacement parts for your screen or storm door. Refresh the look of your old, dated, or worn out screen door parts without replacing your entire door. The V221BL comes with a black finish to match your storm or screen door. | Highlights: Designed for screen doors that require automatic self-closing • Includes two (2) 2-34 in. self-closing hinges • The hinges provide enhanced stability and ensure a secure close",Wright Products,14.99,4.5,V221BL
345,"Wright Products Villa Pull Handle for Screen and Storm Doors, White VIL333WH","This door pull handle is ideal for out-swinging metal and wood doors 3/4""-1 1/4"" thick. The inside latch features ""No lock out"" technology, eliminating the worry of accidentally locking yourself out. Its quality and durable construction ensures reliable everyday Use on your storm or screen door. All installation hardware is included. Installs in two 5/16"" holes and the latch also has a mounting hole with 1 3/4"" spacing. The latch also has a mounting hole with 1 3/4"" spacing. High-quality finish allows it to blend in perfectly with your door and frame. | Highlights: Pull handle designed for out-swinging screen and storm doors • Equipped with a built-in anti-lockout feature for safety • For 34 in. to 1-14 in. thick doors with 1-34 in. hole spacing",Wright Products,20.32,4.4,VIL333WH
346,Hampton Bay Melton 1-Light Polished Nickel Transitional Pendant with Clear Glass Shade and Silver Cord 7435P-PNK,"This pendant is a great addition to any space and will add clean, simple elegance in whichever room you choose to place it. The polished nickel finish gives this pendant an updated feel while the included ST64 vintage bulb adds a timeless elegance. The clear glass shade adds a simple look to the overall piece. | Highlights: Protection Plans",Hampton Bay,64.97,0.0,7435P-PNK
347,Home Decorators Collection VICINO 12.61 in. W x 5.71 in. H 2-Light Brushed Nickel Integrated LED Bathroom Vanity Light with Rectangular Shades 205115A,"Eglo leads in LED technology offering lighting fixtures that produces dimmable warm light at competitive prices. With skyrocketing energy costs, LED lighting is the smart way to go to cut down on home energy costs. The Vicino collection of lighting delivers Eglo cutting edge LED technology in a clean transitional styling. The brushed nickel wraps around the frosted glass providing a clean appearance. | Highlights: Transitional bath light with a touch of modern industrial style • Vanity wall lights are perfect for powder rooms and mirror lights • Protection Plans",Home Decorators Collection,89.97,4.3,205115A
348,Hampton Bay Hensley 4.75 in. W x 11 in. H 1-Light Satin Nickel Mini Pendant with Metal Cylinder Shade 204878A,"This 1-light pendant offers a unique transitional style for your space. Its polished satin nickel finish gives any room an elegant look, while its beautiful detailed cut-out metal look is sure to be an attention grabber. The focal point of any room, this pendant uses a single A19 bulb and features adjustable height to suit your needs. | Highlights: Pendant lighting uses (1) bulb (not included) • Transitional pendant light with touch of modern industrial style • Hanging pendant is perfect for kitchens, islands, foyers and more",Hampton Bay,69.97,4.7,204878A
349,Hampton Bay Creekford 3-Light Brushed Nickel Chandelier with Frosted Glass Shades HON8113A,"The 3-light chandelier is beautifully crafted in a restoration look of yester year. Finished in brushed nickel, it will be a great additional to any room. It has frosted glass shade to provide pure illumination. This unique chandelier is the choice of discriminating yet value conscious homeowners who want to enrich their home. | Highlights: Frosted glass shade provides bright, warm lighting in your home • Brushed nickel finish complements a variety of decors • Uses three 60-Watt medium based bulbs, sold separately",Hampton Bay,79.97,4.5,HON8113A
350,Commercial Electric Creekford 3-Light Brushed Nickel Pendant with Frosted Glass Shade HON8913A,"The 3-light pendant is beautifully crafted in a restoration look of yester year. Finished in brushed nickel, it will be a great additional to any room. It has a frosted glass shade to provide pure illumination. This unique pendant is the choice of discriminating yet value conscious homeowners who want to enrich their home. | Highlights: Brushed nickel finish provides a warm touch to your home • Steel construction is extremely durable and long lasting • Uses three 60-Watt medium-base bulbs, sold separately",Commercial Electric,69.97,4.5,HON8913A
351,Hampton Bay Creekford 5-Light Brushed Nickel Chandelier with Frosted Glass Shades HON8115A,"The 5-light chandelier is beautifully crafted in a restoration look of yester year. Finished in brushed nickel, it will be a great additional to any room. It has frosted glass shade to provide pure illumination. This uniquely designed fixture is the choice of discriminating yet value conscious homeowners who want to enrich their home. | Highlights: Beautifully crafted design, sure to complement many decor styles • Uses (5) medium base bulbs up to 60-Watt, Sold Separately • Finished in brushed nickel, great addition to any room",Hampton Bay,99.97,4.5,HON8115A
352,Home Decorators Collection Orbit 1-Light Black Mini Pendant with Black Metal Strap Design and Bulb Included HDP12107ORB,Rotating black metal straps showcase a 60-Watt vintage bulb on this eye catching 12 in. mini pendant. This design will complement a various number of styles and can be used throughout your home or business. The cord can be adjusted up to 82 in. from ceiling and comes with vintage bulb. | Highlights: Includes one vintage 60-Watt light bulb • Industrial style pendant with rotating black metal straps • Adjustable hanging length up to 82 in.,Home Decorators Collection,84.97,4.7,HDP12107ORB
353,Wright Products Brookfield Surface Mount Latch in Satin Nickel VBR225SN,"Wright Products Brookfield pull lever is where elegance meets functionality. This beautiful pull lever replaces most push button latches in the marketplace while enhancing the look of your screen or storm door. The inside push paddle latch contains our No Lock Out feature eliminating the worry of accidentally being locked out of your home. This latch will replace most standard 1-3/4 in. hole spacing push button latches. Available in satin nickel finishes, black and white finishes. | Highlights: Designed for screen and storm doors 34 in. to 1-14 in. thick • Includes a night latch with No Lock Out feature • Replaces surface mount latches with 1-34 in. hole spacing",Wright Products,49.93,4.5,VBR225SN
354,MARSHALLTOWN 18 in. x 4 in. Finishing Trowel - Curved Durasoft Handle MXS81D-HD,"Look for a long life from the Marshalltown 418 in. x 4 in. Finishing Trowel with 18 in. long blade. The aluminum alloy mounting strengthens the handle-to-post fit. The handle's diamond shank prevents twisting. | Highlights: DuraSoft handle provides soft feel, less fatigue  durability • Aluminum alloy Xtralite mounting is lightweight but strong • Highest grade hardened  tempered steel blade, properly shaped",MARSHALLTOWN,69.98,4.6,MXS81D-HD
355,Husky 800-Lumen LED Utility Lights 2-Modes with Magnetic Handle and Batteries (2-Pack) HSKY8002PKUL,The Husky 800-Lumen Utility LED Light provides extended brightness. Its comes equipped with Hi and Low light modes. Included in the 2-pack are 8 AA alkaline batteries and a retractable stand with handle. The utility light 180° pivoting handle is also magnetic making it great to use while working on your car. All this backed by the Husky limited lifetime warranty.,Husky,25.0,4.6,HSKY8002PKUL
356,SharkBite 3/4 in. Scale Prevention Water Filtration System SBHF10,The SharkBite Scale Prevention Filter is the best and most direct approach to preventing sediment and scale issues associated with certain water conditions and water heaters. Comes completely assembled and easy to install with SharkBite ProLock Push-to-Connect fittings. Protects both tankless and traditional water heaters from costly repairs and replacement.,SharkBite,145.54,4.4,SBHF10
357,Hampton Bay 2.6 ft. 4-Lights Black Integrated LED Fixed Track Lighting Kit 23055-003,"The 2.8 ft. 4-Light Black Integrated LED Track Lighting Kit offers upscale, modern lighting that will elevate any home. It is perfectly suited to living rooms, kitchens, dining rooms and more. This energy-efficient integrated LED fixture features a classic black finish and frosted acrylic on each of its 4 disk-shaped shades.",Hampton Bay,94.97,4.6,23055-003
358,,,,0.0,0.0,
359,Commercial Electric 3 ft. 30-Watt 4000K Bright White 1-Light 3000 Lumens White Integrated LED Hanging Shop Light Fixture with Power Cord SHOP/3X1/840/HD,"Commercial Electric's 3 ft. Single LED Utility shop light uses 30-Watts and comes fully assembled with an ultra-light weight, sleek, modern design that can be used in hanging or flush mount installations. This LED Light lasts up to 50,000-hours and emits a bright light of 3000 lumens which is equivalent to a standard 2 lamp fluorescent fixture. This no-humming LED Shop Light offers instant full brightness to any dark area even in sub-zero temperatures. The light weight and durable smooth edge polycarbonate housing and back plate provides the light you need by simply plugging in with the included 5 ft. cord. There are no lamps to dispose of or replace with this 3 ft. 1 lamp LED shop light, making it ideal for any garage, game room, basement, work bench, closet or cabinet. This shop light can be hung with the two included 6 in. hanging chains or flush mounted with the included mounting screws.",Commercial Electric,14.97,4.4,SHOP/3X1/840/HD
360,Glacier Bay Foxton Single-Handle Single-Hole Bathroom Faucet in Chrome HDQFS6A0235CP,"Enhance your bath or powder room with the elegant, transitional style of the Foxton single-handle bathroom faucet. The sleek streamlined design leaves plenty of room for washing your hands or filling a glass. The single-handle design allows for precise control over water temperature and flow.",Glacier Bay,107.1,2.8,HDQFS6A0235CP
361,Husky Magnetic Small Parts Tray Set with Pickup Tool and 300 Lumens Head Lamp 90661,"Magnetic Small Parts Tray Set includes: 9 in. x 5 in. x 5-1/2 in. and 4-piece Magnetic Tray with Pickup Tool and a Husky 300 Lumens headlamp. Keep all those loose nuts, screw, bolts and other small parts in one place while working on projects with the Husky magnetic parts tray. This rectangular steel tray uses powerful magnets to keep both itself securely in place on any magnetic surface as well as any magnetic metal fasteners placed in the bowl from falling out. The pick- up tool can find lost items in tight places. The soft -grip handle has molded finger holds for a secure grip. This kit comes with a 300 -lumen headlamp that is perfect for DIY projects, work or activities. It has durable construction and has 4 modes of lighting: high light, low light, red and red flashing. This hands- free headlamp has an adjustable elastic band and comes with (3) AAA energizer alkaline batteries. This magnetic parts tray kit is perfect for any auto repair work or DIY projects where you need to keep track of nuts, bolts and screws.",Husky,39.88,5.0,90661
362,"Duracell Coppertop Alkaline AAA Battery (10-Pack), Triple A Batteries 004133317064","Duracell Coppertop AAA alkaline batteries contain Duracell's exclusive POWER BOOST Ingredients, which deliver dependable, long-lasting power to your everyday devices throughout the home, like laser levels, stud finders, flashlights, toys, CO detectors, door locks, multimeters, smoke alarms and more. Our Duracell Coppertop AA alkaline batteries are guaranteed for 12 years in storage , so you can rest assured they will be ready when you need them. Duracell guarantees these batteries against defects in material and workmanship. From storm prep to holiday needs, Duracell is the # 1 trusted battery brand.",Duracell,9.16,4.8,004133317064
363,,,,0.0,0.0,
364,Kidde 10-Year Battery Powered Smoke and Carbon Monoxide Detector with Alarm LED Warning Lights 21031514 21031514,"Experience the next level of fire safety with the Kidde 10-Year Battery Smoke & Carbon Monoxide Detector, LED Warning Lights, model 30CUD10. This smoke & CO detector has enhanced sensing technology that reduces false alarms often caused by cooking and sends fast alerts that help give your family more time to get out safely. To detect carbon monoxide, an electrochemical sensor is used. This alarm offers a modern 5-inch design ideal for all living spaces such as living rooms, hallways, kitchens, & bedrooms. Comprehensively tested and designed to the latest UL standard for safety and reliability, the 5-inch combination smoke & CO alarm is powered by a 10-year built-in lithium battery, so you never have to change a battery for the life of the detector (not a battery performance claim). When smoke or carbon monoxide is detected, the red LED light will flash in time with the loud 85-decibel alarm to help you seek safety. A test-hush button allows you to test the battery operations as well as silence nuisance alarms, should they occur. In addition, it's self-testing and easy to install with the included twist-and-click mounting bracket. This Kidde combination alarm is equipped with end-of-life notifications that will beep to remind you it's time to replace it at the of its 10-year lifespan. Meets requirements of 9th Edition UL 217, UL 2034 4th Edition, FCC, and CSFM.",Kidde,54.97,4.4,21031514
