index,title,description,brand,price,rating,model
65,GE PowerMark Plus 125 Amp 8-Space 16-Circuit Indoor Main Lug Circuit Breaker Panel TLM812FCUDP,The load center includes a sturdy tin-plated copper buss bar and a galvanized box for increased durability and reliability. The one-piece interior removes and re-installs easily. Indoor NEMA 1 enclosure with a flush mount cover. This load center is UL listed and ANSI Certified. | Highlights: Main lugs are factory installed; convertible to main breaker • Protection Plans,GE,52.98,4.8,TLM812FCUDP
66,Schlage Camelot Satin Nickel Electronic Keypad Deadbolt Door Lock with Accent Door Handle FBE365 V CAM 619 ACC,"The Schlage Keypad Deadbolt with passage handle allows you to lock and unlock your door without using a key. Ideal for front and back doors as well as garage entry doors, home offices, this electronic deadbolt provides security and keyless entry for the entire home. Silicone rubber, wear-resistant buttons with LED backlight make access safe and easy. Trust your home to Schlage, makers of high-quality, innovative door hardware for over 100 years. | Highlights: Keyless entry door lock handleset includes deadbolt and lever • Easy to install deadbolt door lock with hardware included • Metal chassis for strength with easy to program electronic keypad",Schlage,157.41,4.5,FBE365 V CAM 619 ACC
67,"Lockly Secure Pro Zeno Series Matte Black Deadbolt WiFi Smart Lock, Apple Home Key, Fingerprint, Keypad, Siri/Alexa/Google PGK728WHKMB","The Lockly Secure Pro combines cutting-edge technology with unmatched security and convenience, empowering your home protection. Enjoy the ease of Apple Home Key compatibility, enabling you to unlock your door effortlessly with just a tap from your iPhone or Apple Watch. The advanced biometric fingerprint sensor ensures personalized access, providing swift and secure entry with a simple touch. More than just a smart lock, the Lockly Secure Pro is a commitment to modern living and peace of mind. | Highlights: Apple Home Key for seamless home entry with your devices • Lock and unlock your door remotely with your smartphone anytime • Protection Plans",Lockly,329.0,4.6,PGK728WHKMB
68,GE Q-Line 30 Amp 1/2 in. Single-Pole Circuit Breaker (THQP130) THQP130,"The GE Q-Line 30 Amp 1/2 in. Single-Pole Circuit Breaker has a case made of heat-resistant thermoset for stability and structural integrity. The unit has a tin-plated copper stab to create a reliable, permanent and corrosion-resistant connection. The circuit breaker has a dedicated calibration screw which is cemented to prevent shifting. The attached screw creates a stable calibration for optimum performance. | Highlights: Provides short circuit and overload protection • 12 in. frame alternative to tandemquad breakers • Compatible with most GE residential load centers",GE,6.98,4.7,THQP130
69,GE Q-Line 50 Amp 2 in. Double-Pole Circuit Breaker THQL2150,"The GE Q-Line 50 Amp 2 in. Double-Pole Circuit Breaker has a dedicated calibration screw which is cemented to prevent shifting. The attached screw creates a stable calibration for optimum performance. The unit has tin-plated copper stabs to create reliable, permanent and corrosion-resistant connections. The case is made of heat-resistant thermoset for stability and structural integrity. | Highlights: Provides short circuit and overload protection • Compatible with all ABB and GE residential panels • Protection Plans",GE,14.99,4.7,THQL2150
70,"Commercial Electric Slim Baffle Integrated LED 4 in Round Adj Color Temp Canless Recessed Light for Kitchen Bath Living rooms, White 4-Pack 91475","The Color Temperature Select Recessed Lighting Kits are the recessed lights of the future. Not only is each fixture is designed specifically for small spaces where height clearance is limited such as beams or ductwork, you can change the color temperature with a flick of a button. The integrated color changing switch is located on the cable so you can choose between a 2700, 3000, 3500, 4000 or 5000 Kelvin temperature to best suit your needs. 2700 or 3000 Kelvin is perfect for relaxing, 3500 or 4000 Kelvin is the ideal choice for everyday affairs and 5000 Kelvin is great for task lighting in a basement, hallway or work area. Energy Star certified, and Insulation Contact rated for direct contact with insulation, these lights won't overheat, do not require a bulky can and will last for years to come - 50 000 hours or approximately 34 years if used for 4 hours per day to be exact. Wet rated and certified airtight, this 4 in. kit is perfect for your bathroom, drop ceilings, outdoor soffits and all general lighting applications. | Highlights: Canless design allows for easy install, even in tight spaces • Easily adjust the lights color temperature from warm to cool • Ideal for your shower, bathroom, kitchen and outdoor soffits",Commercial Electric,102.58,4.6,91475
71,"Commercial Electric Ultra Slim Integrated LED 4 in Round Adj Color Temp Canless Recessed Light for Kitchen Bath Living rooms, White 4-Pack 91470","The Color Temperature Select Recessed Lighting Kits are the recessed lights of the future. Not only is each fixture is designed specifically for small spaces where height clearance is limited such as beams or ductwork, you can change the color temperature with a flick of a button. The integrated color changing switch is located on the cable so you can choose between a 2700, 3000, 3500, 4000 or 5000 Kelvin temperature to best suit your needs. 2700 or 3000 Kelvin is perfect for relaxing, 3500 or 4000 Kelvin is the ideal choice for everyday affairs and 5000 Kelvin is great for task lighting in a basement, hallway or work area. Energy Star certified, and Insulation Contact rated for direct contact with insulation, these lights won't overheat, do not require a bulky can and will last for years to come - 50 000 hours or approximately 34 years if used for 4 hours per day to be exact. Wet rated and certified airtight, this 4 in. kit is perfect for your bathroom, drop ceilings, outdoor soffits and all general lighting applications. | Highlights: Canless design allows for easy install, even in tight spaces • Easily adjust the lights color temperature from warm to cool • Ideal for your shower, bathroom, kitchen and outdoor soffits",Commercial Electric,75.79,4.8,91470
72,"Leviton Branch Circuit Breaker, AFCI/GFCI 1-Pole 20 Amp, 120-Volt, Thermal Magnetic LB120-DFR R12-LB120-DFR","Leviton is proud to bring the Load Center into the 21st century with a focus on improved safety and ease of installation. Thanks to its revolutionary design, all hot and neutral wires terminate at custom lugs in the panel, rather than at the circuit breaker*, which allows the entire panel to be wired at rough-in. Branch circuit breakers are simply plugged-in at final installation, increasing jobsite efficiency. Leviton Dual Function branch circuit breakers feature an intuitive color indicator in the handle, which designates operational status at-a-glance, as well as a line-side powered LED to indicate when a fault has occured, and what type of fault - arc, or ground. | Highlights: MODERN DESIGN - Appealing aesthetics • INTUITIVE - Color indicators for operational status at-a-glance • Protection Plans",Leviton,69.0,4.7,R12-LB120-DFR
73,Leviton 120-Volt/240-Volt Residential Whole House Surge Protector 51110-SRG R02-51110-SRG,"The 51110-001 Residential Surge Protection Panel is designed for mounting at the service entrance in homes, apartments and condominiums. It offers advanced surge protection for modern electronics and appliances, reducing the risk of damage from spikes and surges entering the property through AC power lines. The unit shall provide type 4X housing for indoor and outdoor installations. | Highlights: Compatible for use with DHC power line carrier • Protect from the spike damage and surges entering the property • Ideal for mounting at the service entrance",Leviton,52.35,4.6,R02-51110-SRG
74,"Leviton Branch Circuit Breaker, AFCI 1-Pole 15 Amp, 120-Volt, Thermal Magnetic LB115-AFR R11-LB115-AFR","Leviton is proud to bring the Load Center into the 21st century with a focus on improved safety and ease of installation. Thanks to its revolutionary design, all hot and neutral wires terminate at custom lugs in the panel, rather than at the circuit breaker*, which allows the entire panel to be wired at rough-in. Branch circuit breakers are simply plugged-in at final installation, increasing jobsite efficiency. Leviton AFCI branch circuit breakers feature an intuitive color indicator in the handle, which designates operational status at-a-glance, as well as a line-side powered LED to indicate when a fault has occured. | Highlights: MODERN DESIGN - Appealing aesthetics • INTUITIVE - Color indicators for operational status at-a-glance • Protection Plans",Leviton,60.0,4.8,R11-LB115-AFR
75,Square D Homeline 70 Amp 2-Space 4-Circuit Outdoor Main Lug Load Center(HOM24L70RBCP) HOM24L70RBCP,"The Square D Homeline 70 Amp 2-Space 4-Circuit Outdoor Main Lugs Load Center is UL listed for residential and commercial power distribution. This load center is built with a plated, aluminum bus bar that is tested and is compatible with Square D Homeline circuit breakers. Homeline load centers are designed for the value-minded contractors, remodelers, builders and homeowners. Square D Homeline breaker boxes are engineered for fast installation and wire savings. | Highlights: Rainproof outdoor cover and aluminum bus bar included • For residential or commercial power distribution • Compatible with Square D Homeline Standard circuit breakers",Square D,38.8,4.7,HOM24L70RBCP
76,"Leviton 15 Amp 120/277 Volt Single Pole Antimicrobial Treated Decora Rocker Switch, White, 5-Pack MA2-05601-5AW","Leviton Antimicrobial Switch: 5601, 15 Amp 120-Volt/277-Volt Decora Rocker Single Pole AC Quiet Switch, White, 5-Pack. Antimicrobial Switches and Wall plates from Leviton help combat the spread of harmful bacteria and provide an extra-layer of protection. Antimicrobial additive inhibits 99% of bacterial growth when cleaned regularly. Replaces any standard single pole switch. Use with Decora Antimicrobial Wall plate sold separately. | Highlights: Help create a fresh and clean home environment • Replaces any standard single-pole switch • Protection Plans",Leviton,14.98,4.7,MA2-05601-5AW
77,"Channellock 12 in. Oil Filter/PVC Plier, Angled Head 2012","CHANNELLOCK 2012 Oil Filter/PVC Pliers with angled head combine the strength and reliability of our iconic Tongue & Groove Pliers with the special needs of large PVC and oil filters. Includes a 30-degree angled head which allows for access to areas that used to be impossible to reach. The 2012 has a jaw capacity of 2-1/2 in. to 3-3/4 in. and removes stubborn oil filters from cars, trucks, motorcycles, ATVs and lawn and garden equipment. These pliers include an added SAFE-T-STOP feature to prevent finger pinch with the combination of a lower jaw design and an expanded reinforcing rib preventing unwanted handle contact. CHANNELLOCK Oil Filter/PVC Pliers are made in USA and forged from high carbon U.S. steel that is specially coated for ultimate rust prevention. | Highlights: PermaLock fastener",Channellock,27.45,4.4,2012
78,Husky Encased Sewer Rod 82-974-111,"Designed for most sewer outlets, stack vents and storm gutters, the Husky Encased Sewer Rod features a sturdy spear-shaped boring head that penetrates the most stubborn clogs. It comes in a self-storing, rust-resistant plastic case with a winding handle. It can be used to clear clogged drains that range from 4 in. to 10 in. | Highlights: Lifetime Warranty with no questions, no receipt required • Works with most sewer outlets, storm gutters and stack vents • Sturdy boring head penetrates the most stubborn clogs",Husky,59.15,4.0,82-974-111
79,GE PowerMark Plus Outdoor 70 Amp 2-Space 4-Circuit Single-Phase Main Lug Circuit Breaker Panel TL270RCUP,The load center includes a sturdy tin-plated copper buss bar and a galvanized box for increased durability and reliability. The one-piece interior removes and re-installs easily. Outdoor NEMA 3R enclosure. This load center is UL listed and ANSI Certified.,GE,43.89,4.6,TL270RCUP
80,Schlage Parthenon Antique Brass Single Cylinder Door Handle set with Georgian Knob F60 G PAR 609 GEO,"This Schlage handleset features a decorative deadbolt, matching exterior handleset grip and interior passage door knob or lever. Offering premium construction combined with a sleek design and industry-leading warranty, this is the perfect door handleset for your customized entryway. Trust your home to Schlage, makers of high-quality, innovative door hardware for over 100 years. | Highlights: Securely Decorate your Front Door • Grade 1AAA certified BHMA rating for Security, Durability,Finish",Schlage,121.0,4.6,F60 G PAR 609 GEO
81,Cobra 5/16 in. x 50 ft. Cable Drum Machine BC260,"Clear sinks, showers and tub drains with the BrassCraft 5/16 in. x 50 ft. Cable Drum Machine. Designed to clear clogs in 3/4 in. - 3 in. diameter pipes up to 50 ft. deep. This versatile tool is powered by a high-torque, fixed-speed drill motor and can be operated hands-free, thanks to its convenient pneumatic foot switch.",Cobra,314.0,3.7,BC260
82,"Legrand radiant 450W Multi-Location Master Rocker Dimmer for LED/CFL/Halogen/Incandescent Bulbs, White/Light Almond/Ivory HCL453PMMTC","The radiant collection is a step up from the standard with simple, classic options in wiring devices, home automation controls and screwless wall plates that complement today's homes. The Legrand radiant multi location dimmer offers a sleek ergonomic design with a solid, quality feel that combine for a smooth, easy operation and precise control of up to 10 locations. Ideal for spaces with multiple entries and larger rooms. Backed by a lifetime warranty, this dimmer is compatible with CFL/LED dimmable bulbs (except 0-Volt to 10-Volt LED drivers). | Highlights: Thoughtfully designed dimmers for homeowners and professionals • Legrand: innovating the electrical space for more than 100 years • Dim the lights from multiple locations",Legrand,58.99,0.0,HCL453PMMTC
83,Leviton 200 Amp 42-Space Indoor Load Center with Main Breaker LP420-BDR RD0-LP420-BDR,"Leviton is proud to bring the Load Center into the 21st century with a focus on improved safety and ease of installation. Thanks to its revolutionary design, all hot and neutral wires terminate at custom lugs in the panel, rather than at the circuit breaker, which allows the entire panel to be wired at rough-in. Branch circuit breakers are simply plugged-in at final installation, increasing jobsite efficiency. Available in a variety of sizes and configurations, Leviton offers a complete portfolio of Load Centers to meet the needs of any job. | Highlights: Cable tie notches for organized and secure wiring • High-conductivity, tin-plated, copper bus for optimal performance",Leviton,179.0,4.2,RD0-LP420-BDR
84,"RIDGID 3 Gal. 5.0 Peak HP NXT Shop Vacuum Wet Dry Vac with Filter, Locking Hose, Accessories and Pro Gear Attachment HD0300PG HD0300PG","Wherever you go, RIDGID can go. Travel easily with this RIDGID 3 Gal. 5.0 Peak Horsepower NXT Wet Dry Vacuum that includes a Pro Gear Vac-Mount Attachment. This accessory attachment hauls your Pro Gear System and your RIDGID 3 Gal. Wet Dry shop vacuum together in one place. The RIDGID 3 Gal. NXT Wet Dry Vacuum securely fits on top of your RIDGID Pro Gear Toolbox System with the included Pro Gear Vac-Mount Attachment. This RIDGID shop vac accessory is designed with both the wet dry vacuum and the Pro Gear System in mind, easily clipping onto the top of the Pro Gear System, compatible with Pro Gear Systems 1.0 and 2.0. The RIDGID 3 Gal. NXT Wet Dry Vacuum then snaps into place on top of the specially designed 3 Gal. Vac-Mount Attachment. To disconnect, remove the RIDGID shop vacuum from the attachment by pressing the orange button. Move the Pro Gear Toolbox System to and from your jobsite with ease, using the Pro Gear System's handle to pull the stack of your choice. The RIDGID 3 Gal. 5.0 Peak Horsepower NXT Wet Dry Shop Vac comes with a filter, expandable locking hose, a crevice tool, and a dusting brush for cleanup of any jobsite. Prolong the life of your RIDGID Wet Dry shop vacuum by replacing your shop vac filter often. You can also add a RIDGID Dust Bag for dry debris (VF3501; sold separately) to keep the shop vac clean during cleanup. As always, RIDGID wet dry vacs are backed by a full lifetime warranty (does not include Pro Gear Vac-Mount Attachment).",RIDGID,139.97,4.7,HD0300PG
85,DIABLO 9 in. 8 TPI Steel Demon AMPED Carbide Reciprocating Saw Blade for Thick Metal Cutting (2-Pack) DS0908CFAP,"DIABLO's new range of AMPED Steel Demon reciprocating saw blades are ""AMPing Up"" thick metal cutting with the introduction of the industry's first ever industrial-grade coating, Black Industrial Cooling Element (I.C.E.). The ultra-slick Black I.C.E. coating protects cutting edge against wear for extreme durability and longer blade life. Hi-Performance Carbide delivers an unmatched up to 100X longer cutting life in metal cutting applications ranging in thickness from 3/16 in. to 9/16 in. The combination of Black I.C.E. and DIABLO's carbide delivers up to 2X increased productivity vs. standard metal cutting carbide reciprocating saw blades. | Highlights: AMPing Up Thick Metal Cutting • Carbide delivers an unmatched up to 100X longer life • Protection Plans",DIABLO,19.88,4.6,DS0908CFAP
86,Nite Ize GlowStreak LED Red Ball Dog Toy GSB-10-R7,"The GlowStreak LED Ball is the most technologically advanced nighttime fetch ball ever made, and holds up to the best arm or ball launchers around. This robust rubber ball has a protected inner core that contains an advanced motion-activated LED module with bright red or color-changing Disc-O LEDs, and it turns on with a simple bounce. It also features an auto shut-off function after 10 minutes without a bounce. The molded, shockproof, removable polycarbonate core houses the LED/battery module and screws securely into place creating a waterproof seal. The same size as a tennis ball and invincible to water or slobber, this tough little ball floats, and is great for the dog who loves to swim. The unique grooved design on the surface creates a bite friendly exterior that is easy to pick up for small and large dogs alike. Powered by replaceable, long-lasting batteries, you can have up to 35 hours of playtime with the GlowStreak LED Ball. | Highlights: Waterproof and slobber-proof design even floats in water • Motion-activated light-up ball for hours of nighttime fetch fun • Auto shut-off conserves battery after 10 minutes of inactivity",Nite Ize,16.19,3.9,GSB-10-R7
87,Nite Ize SlapLit Neon Yellow LED Slap Wrap SLP2-33-R3,"The SlapLit features that same ""slap it to snap it"" technology with an added dimension of LED illuminating functionality. Made of durable nylon patterned with a reflective spider web design, the SlapLit is powered by a bright red, easy-to-activate LED that lights up the entire wrap. Turn it on, slap it on your wrist, upper arm or ankle (or any tubular-shaped object, for that matter) and you've got instant nighttime visibility. Lightweight and durable, the SlapLit is perfect for after-dark lawn games; running, walking or cycling at night; and outdoor evening concerts and events. Use and reuse countless times - the SlapLit can be straightened with a simple twist of the thumb and stored flat or used as an LED marker beacon. | Highlights: Create visibility on night runs and walks • Lightweight, comfortable nylon with passive reflectivity • Glow or flash modes with push-button activation",Nite Ize,12.39,4.2,SLP2-33-R3
88,DIABLO 3/4 in. x 12 in. SDS-Plus Rebar Cutter DMAPLRC1050,"Diablo's SDS-Plus rebar cutters provide one of the most durable drilling solutions on the market for rebar cutting. A unique brazing and hardening process of the carbide tips extends life and productivity, allowing users to drill through embedded rebar. Optimized flute design removes debris faster, keeping the carbide tips cooler for ultimate strength and durability. Designed for maximum performance in corded and cordless SDS-Plus rotary hammers in rotary mode only. | Highlights: For concrete with rebar, rebar  embedded rebar applications • Optimized for Corded and Cordless SDS Plus Rotary Hammers • Carbide tips for extended life  productivity",DIABLO,35.21,3.0,DMAPLRC1050
89,Husky 8 in. Standard Slip Joint Pliers 90146,"Husky 8 in. Standard Slip Joint Pliers is used for turning or bending small objects. Its is designed to allow the worker to apply force to the object being gripped. It is often used for gripping nails, nuts, bolts or other small objects. Another common use is to hold and press objects together. It can also be used for cutting wire. | Highlights: Durable and long lasting with comfort non slip grip • Heat-treated steel ensures a durable performance • Slip joint pliers with dual sized jaw for multiple applications",Husky,7.97,4.7,90146
90,TITAN EP 60X Fine Finishing HVLP Paint Sprayer 2456369,"The Titan EP 60X fine finishing HVLP paint sprayer is designed for professional and enthusiast woodworkers who want to provide a smooth, superior finish on their projects or jobs. The professional Precision Pro metal spray gun provides an ultra-fine finish on projects like cabinets, trim, crown molding, interior or exterior doors, shutters, furniture and more. The 2.5 PSI turbine offers powerful performance and atomization of coatings such as urethanes, lacquers, stains, and thinned paints. The spray gun features multiple adjustable settings to fine tune the sprayer for all your finishing needs; easily adjust the air and material flow, suction tube, spray pattern width and ""Push N Click"" three pattern change system. The gun includes a 1.5 mm stainless steel tip and needle (ideal for spraying stains, sealers and thinned paints) with additional tips and needles sold separately to suit your material and project. Plus, the 25 ft. Hyperflex air hose with quick-connect system allows for easy maneuverability around a variety of large projects. When you're done with your project, clean-up is simple thanks to the non-stick paint cup. The Titan EP 60X is the ideal solution to elevate your woodworking results to a professional level. | Highlights: Ultra-fine finish on projects like cabinets, trim and more • Sprays urethanes, lacquers, stains and thinned paints • Additional needles available in 1.0mm, 1.5mm, 2.0mm and 2.5mm",TITAN,349.99,4.4,2456369
91,Leviton 200 Amp 30-Space Indoor Load Center with Main Lugs LP322-LDR RS0-LP322-LDR,"Leviton is proud to bring the Load Center into the 21st century with a focus on improved safety and ease of installation. Thanks to its revolutionary design, all hot and neutral wires terminate at custom lugs in the panel, rather than at the circuit breaker*, which allows the entire panel to be wired at rough-in. Branch circuit breakers are simply plugged-in at final installation, increasing jobsite efficiency. Available in a variety of sizes and configurations, Leviton offers a complete portfolio of Load Centers to meet the needs of any job.",Leviton,144.0,3.7,RS0-LP322-LDR
92,Milwaukee SHOCKWAVE Impact Duty Drill & Drive Set (21-Piece) 48-32-5163,"The MILWAUKEE SHOCKWAVE Impact Duty 21PC Drill & Drive Set is engineered to be the Most Durable, Best Fitting driver bits on the market. The WEAR GUARD TIP delivers increased wear resistance, which protects the impact bit's fit over the life of the bit. The SHOCK ZONE is optimized for each tip type and length of driver bit in the set to absorb peak torque and prevent breaking. The driver bits are made from CUSTOM ALLOY76 steel and a proprietary heat treatment process to extend bit life, providing up to 50X life versus other impact driver bits on the market. Milwaukee RED HELIX Titanium Drill Bits provide up to 5X life vs black oxide drill bits. Milwaukee SHOCKWAVE Impact Duty driver bits are built to provide users with extreme durability for the most demanding applications. This set is organized in a customizable accessory case designed for use in PACKOUT. | Highlights: Optimized SHOCK ZONE absorbs peak torque, prevents breaking • Protection Plans",Milwaukee,19.88,4.7,48-32-5163
93,DIABLO 10in. x 6-Teeth HardieBlade Saw Blade for Fiber Cement D1006DH,"Diablo's HardieBlade range is the only approved PCD (PolyCrystalline Diamond) tipped fiber cement range recommended by James Hardie Building Products. Diablo's co-branded blade generates up to 50% less respirable dust while also delivering the longest blade life in all fiber cement materials. The PCD triple chip design offers up to 75X longer cutting life than standard carbide blades while a laser cut thin kerf design gives fast and precise cuts. The anti-vibration design stabilizes the blade while cutting, while the Perma-SHIELD coating to reduces heat, gumming and corrosion. | Highlights: Use with 10 miter saw, slide miter saw or portable table saw • Ideal for fiber cement • Up to 60x the life in fiber cement of conventional carbide blade",DIABLO,102.87,4.9,D1006DH
94,Home Decorators Collection Silky Medallion Multi 5 ft. x 7 ft. Medallion Polyester Area Rug 5285.81.51HD,"Upgrade your living space with this Home Decorators Collection Silky Medallion 5 ft. x 7 ft. Area Rug. This rug features a velvety soft pile offering a cozy surface beneath your feet. Classic medallion pattern in modern colors complement any home decor. The super soft faux fur fiber is rich and luxurious. | Highlights: Modern design with medallion pattern, indoor only, spot clean • Plush pile for soft underfoot, great for any room • Rug pad recommended with 5 x 7 rug for nonslip and extra padding",Home Decorators Collection,159.0,4.6,5285.81.51HD
95,"Leviton 15 Amp Smartlock Pro Self-Test GFCI Combination 24-Watt (4.8 Amp) Type A USB In-Wall Charger Duplex Outlet, White R02-GUSB1-0BW","The SmartlockPro Self-Test GFCI Combination Type A USB In-Wall Charger offers the trusted safety of Leviton GFCI protection with the advantage of powerful USB charging for Code-compliant use in kitchens, bathrooms, or anywhere GFCI protection is required. Engineered to meet the latest UL standard for auto-monitoring (self-test), Leviton GFCIs periodically conducts an automatic internal test to confirm that protected power is available. If the GFCI detects a problem, 1 or more of the following will occur: power will be denied (trip with the inability to reset), trip with the ability to reset, subject to the next auto-monitoring test cycle or repeatedly trip, or visual and/or audible indication. For additional safety, the device outlets feature tamper-resistant shutters that meet NE 406.12 requirements by blocking access to the contacts unless a 2 or 3 prong plug is inserted. Leviton USB In-Wall Chargers deliver maximum power for faster charging - up to 2X more power. Our smart chip technology recognizes and optimizes the charging requirements of the connected device, ensuring it's getting the right amount of power for fast and efficient charging. Ideal for residential applications that require GFCI protection, such as kitchens, bathrooms and home spas, leaving ample room to power up or charge USB devices. | Highlights: FAST - smart chip technology provides over 2X the charging power • SAFE - delivers continuous ground fault protection • Protection Plans",Leviton,42.1,4.4,R02-GUSB1-0BW
96,"Leviton 3.6A USB Dual Type A In-Wall Charger with 15 Amp Tamper-Resistant Outlets, Black T5632-BE R05-T5632-0BE","Our USB Charger Devices feature a smart chip that recognizes and optimizes the charging power of your electronic devices for fast and efficient charging. Strategically placed vertical USB ports in all models provide generous room to insert and maneuver charging cords and add to the contemporary and aesthetically appealing design. Plus, adapter-free charging eliminates unsightly clutter contributing to a neat appearance on countertops, desktops or wherever you choose to charge. Engineered for compatibility with the latest technology, Leviton USB charger devices are designed to charge tablets, smart and mobile phones, gaming devices, e-readers, digital cameras and a host of other electronic devices. | Highlights: Powerful - 3.6 Amp combined charging current and 18-Watt of power • Smart - chip recognizes charging requirement and optimizes charge • Protection Plans",Leviton,17.89,4.6,R05-T5632-0BE
97,Kwikset San Clemente Matte Black Single Cylinder Low Profile Door Handleset with Halifax Handle Featuring SmartKey Security 818SCEXHFLSQ514,"Step up to designer styles and superior security with Kwikset Signature Series products. The San Clemente handleset has a sleek, modern look. With clean lines and a variety of finishes, you can easily upgrade the entry to your home. San Clemente also features an adjustable screw that allows for easy door mounting and a guaranteed fit. The latch bolt is operated by the thumb piece on the outside and the grip on the inside. The deadbolt is operated by a key on the outside and a thumb turn on the inside. The rich tones of Matte Black add the finishing touch to this product. The Matte Black finish provides a rich and warm complement to the product's style. | Highlights: Handleset Includes: Exterior grip, passage lever  keyed deadbolt • SmartKey Security: Re-key your lock yourself in seconds • Ideal for: Exterior entry doors that require extra security",Kwikset,163.35,4.7,818SCEXHFLSQ514
98,SharkBite 1/4 in. Push-to-Connect x 3/8 in. Compression Chrome-Plated Brass Tee Adapter Stop Valve U3358LFA,"SharkBite 1/4 in. Push-to-Connect x 3/8 in. Compression Chrome-Plated Brass Tee Adapter Stop Valve is the fastest way to connect PEX, Copper, CPVC, PE-RT, or HDPE pipe in any combination. No soldering, clamps, unions, glue, or special tools required. Simply insert the pipe and the teeth bite down and grip tight, while a specially formulated O-ring compresses to create a watertight seal. Changes can easily be made by rotating the fitting after installation. Removing the fitting is just as fast using a disconnect tool so fittings and valves can be easily changed or reused. Designed with stainless steel gripping teeth for a secure connection, chlorine-resistant O-ring for a long-lasting seal and backed by a 25-year warranty. | Highlights: Fastest way to connect PEX, copper, CPVC, PE-RT or HDPE Pipe • Requires no special tools to install on hot or cold water lines",SharkBite,8.86,5.0,U3358LFA
99,Cash Acme 3/4 in. FNPT Tankless Water Heater Valves Installation Kit 25760,The Cash Acme Tankless Water Heater Service Valves Kit connects tankless water heaters to your water supply and allows for easy control and hassle-free maintenance. Included in the package are Hot and Cold Valves and a Pressure relief valve. The Valves connect to the Tankless water Heater with a 3/4 in. IPS Female Connection and then connect to water distribution system with any MNPT fitting. The slim-fit valve design is perfect for tight locations.,Cash Acme,109.0,3.4,25760
100,Kwikset Pismo Round Satin Nickel Dummy Door Knob Featuring Microban Antimicrobial Technology 788PSKRDT15CP,"Step up to designer styles and superior security with Kwikset Signature Series products. When it comes to contemporary design, Pismo door knobs hit the mark with clean lines, smooth surfaces and a sleek, minimalist aesthetic. The square profile adds to the modern look and aligns with today's design trends. Elevate your space with Pismo and turn every door into a chic style statement. This half-dummy, or trim function, is surface mounted on doors where only a pull is required. There is no operation. The crisp, clean appearance of the Satin Nickel finish adds to the overall look of the product and brings a modern feel. | Highlights: Designer stylesuperior security with Kwikset Signature series • Featuring Microban Antimicrobial protection • For use on interior doors where a pushpull function is required",Kwikset,15.96,4.9,788PSKRDT15CP
101,SharkBite 3/4 in. PEX-A Brass Expansion x 3/4 in. FIP x 18 in. L Stainless Steel Flexible Water Heater Connector UAB3088FXSS18LF,"SharkBite expansion water heater connectors are designed for use with PEX-A pipe and expansion rings. SharkBite expansion water heater connectors are designed to connect PEX-A pipe to the MIP threads on your new or existing water heater. Expansion fittings require an expansion tool in ordered to make the connection. | Highlights: Full flow fitting compatible with PEX-A pipe only • Easy to install, secure connection that grows stronger over time • Requires PEX expansion tool and expansion ring to make connection",SharkBite,16.06,5.0,UAB3088FXSS18LF
102,Glacier Bay 22 in. Undermount Rectangular Vitreous China Bathroom Sink in White 14-027-W,"Glacier Bay gives ceramic vessels and lavatories a distinct 21st century feel. Each skillfully crafted piece is double fired and glazed for durability and stain resistance. The rectangle undermount bathroom sink in white with overflow is stylish and also functional. This sink can fit the decor of any bathroom. | Highlights: Made of quality, easy-to-clean vitreous china • Ideal for small bathrooms and powder rooms • White finish complements a variety of decorating schemes",Glacier Bay,69.0,4.3,14-027-W
103,Milwaukee 9 in. 8 TPI TORCH Nitrus Carbide Teeth Metal Cutting SAWZALL Reciprocating Saw Blade w/Additional 9 in. 8 TPI Blade 48-00-5262PC,"Since the company began in 1924, Milwaukee Tool has led the industry in developing innovative solutions that deliver increased productivity and unmatched durability for professional construction users. Whether it is through our world-leading M12 and M18 cordless systems, the ground-breaking performance of our M12 and M18 FUEL products, jobsite lighting, time-saving accessories, or innovative hand tool and storage products, we are dedicated to delivering a continuous flow of advanced, trade-specific solutions. We invest the time to work side-by-side with real users to understand the demands of a constantly changing workplace and how we can best deliver solutions for a safer, more productive jobsite. Through a thorough evaluation of the job at hand - the frustrations, needs, and previous limitations - we set out to completely rethink a solution and deliver the game-changing innovation seen across all our product lines. Milwaukee Tool is not simply a manufacturer - we are progressive problem solvers. | Highlights: For the toughest cast removals • Protection Plans",Milwaukee,43.94,4.5,48-00-5262PC
104,DIABLO 2 in. x 7 in. SDS-Max Carbide Tipped Coring Drill Bit DMAMXCC5010,"DIABLO's SDS-Max carbide tipped core bit range provides 1 of the fastest and longest lasting coring solutions on the market for concrete applications. All-in-1 design strengthens the bit from end-to-end in order to withstand the stress and impact of high-powered hammer drills in concrete. A spiral flute design removes dust faster, keeping the carbide teeth cooler for ultimate strength and durability. Optimized for maximum performance in corded and cordless SDS-Max rotary hammers. | Highlights: Use in corded and cordless SDS-Max rotary hammers • Use to drill concrete, brick, and block • Carbide teeth extend life and productivity",DIABLO,134.1,3.7,DMAMXCC5010
